"txn_id","account_id","txn_reference_no","txn_date","txn_type","dr_cr_flag","amount","balance_after_txn","channel_code","narration","counterparty_reference"
"TXN00000217","ACC00000034","000217","2026-05-19 06:21:59","RTGS","CR","3254.77","27680.24","NETBANKING","TXN","S000217"
"TXN00000218","ACC00000034","000218","2026-05-20 06:21:59","CHEQUE","CR","27715.05","84004.54","IVR","TXN","S000218"
"TXN00000219","ACC00000034","000219","2026-06-05 06:21:59","TRANSFER","DR","5088.4","156872.08","BRANCH","TXN","S000219"
"TXN00000220","ACC00000035","000220","2026-04-09 06:21:59","NEFT","DR","416.84","459375.33","IVR","TXN","S000220"
"TXN00000221","ACC00000035","000221","2026-05-05 06:21:59","CHEQUE","CR","34705.83","330797.08","BRANCH","TXN","S000221"
"TXN00000222","ACC00000035","000222","2026-05-23 06:21:59","CHEQUE","CR","26202.03","81589.57","BRANCH","TXN","S000222"
"TXN00000223","ACC00000036","000223","2026-03-26 06:21:59","TRANSFER","DR","35888.22","472663.94","ATM","TXN","S000223"
"TXN00000224","ACC00000036","000224","2026-04-27 06:21:59","NEFT","CR","328.05","55546.57","IVR","TXN","S000224"
"TXN00000225","ACC00000036","000225","2026-05-29 06:21:59","TRANSFER","CR","43150.28","229147.42","NETBANKING","TXN","S000225"
"TXN00000226","ACC00000037","000226","2026-05-06 06:21:59","NEFT","DR","9766.58","326884.06","NETBANKING","TXN","S000226"
"TXN00000227","ACC00000037","000227","2026-04-08 06:21:59","UPI","DR","8072.0","-20284.81","ATM","TXN","S000227"
"TXN00000228","ACC00000037","000228","2026-05-05 06:21:59","RTGS","DR","21790.11","289250.64","NETBANKING","TXN","S000228"
"TXN00000229","ACC00000037","000229","2026-06-05 06:21:59","TRANSFER","DR","37046.8","46738.18","MOBILE","TXN","S000229"
"TXN00000230","ACC00000037","000230","2026-04-09 06:21:59","NEFT","DR","3635.89","346771.69","IVR","TXN","S000230"
"TXN00000231","ACC00000037","000231","2026-03-28 06:21:59","RTGS","CR","21011.41","76534.78","MOBILE","TXN","S000231"
"TXN00000232","ACC00000038","000232","2026-05-12 06:21:59","CHEQUE","DR","11932.21","428437.47","NETBANKING","TXN","S000232"
"TXN00000233","ACC00000038","000233","2026-05-13 06:21:59","CHEQUE","DR","23602.41","-20113.35","NETBANKING","TXN","S000233"
"TXN00000234","ACC00000038","000234","2026-05-23 06:21:59","CHEQUE","DR","46401.57","47933.42","ATM","TXN","S000234"
"TXN00000235","ACC00000038","000235","2026-05-24 06:21:59","RTGS","CR","36019.08","486555.74","BRANCH","TXN","S000235"
"TXN00000236","ACC00000038","000236","2026-04-29 06:21:59","TRANSFER","DR","1701.52","-17191.55","BRANCH","TXN","S000236"
"TXN00000237","ACC00000038","000237","2026-05-27 06:21:59","NEFT","CR","22983.09","368186.77","BRANCH","TXN","S000237"
"TXN00000238","ACC00000038","000238","2026-05-04 06:21:59","TRANSFER","DR","39498.39","448067.96","IVR","TXN","S000238"
"TXN00000239","ACC00000038","000239","2026-04-01 06:21:59","TRANSFER","DR","4415.07","219067.37","BRANCH","TXN","S000239"
"TXN00000240","ACC00000039","000240","2026-04-12 06:21:59","CHEQUE","CR","823.74","354898.37","BRANCH","TXN","S000240"
"TXN00000241","ACC00000039","000241","2026-05-10 06:21:59","NEFT","CR","21769.01","440502.45","IVR","TXN","S000241"
"TXN00000242","ACC00000039","000242","2026-05-22 06:21:59","UPI","DR","20946.82","-27967.73","NETBANKING","TXN","S000242"
"TXN00000243","ACC00000039","000243","2026-04-07 06:21:59","CHEQUE","DR","21342.31","213598.14","MOBILE","TXN","S000243"
"TXN00000244","ACC00000039","000244","2026-04-14 06:21:59","TRANSFER","CR","12101.52","364193.28","NETBANKING","TXN","S000244"
"TXN00000245","ACC00000039","000245","2026-05-14 06:21:59","NEFT","DR","17984.44","306202.11","MOBILE","TXN","S000245"
"TXN00000246","ACC00000039","000246","2026-06-08 06:21:59","NEFT","CR","33484.88","336817.47","IVR","TXN","S000246"
"TXN00000247","ACC00000039","000247","2026-03-28 06:21:59","CHEQUE","DR","48823.4","374509.25","NETBANKING","TXN","S000247"
"TXN00000248","ACC00000039","000248","2026-05-18 06:21:59","UPI","CR","31377.87","423210.46","MOBILE","TXN","S000248"
"TXN00000249","ACC00000039","000249","2026-04-22 06:21:59","RTGS","CR","26592.92","184246.24","ATM","TXN","S000249"
"TXN00000250","ACC00000040","000250","2026-03-15 06:21:59","RTGS","DR","31060.72","354668.43","MOBILE","TXN","S000250"
"TXN00000251","ACC00000040","000251","2026-04-06 06:21:59","UPI","CR","44410.1","160625.25","NETBANKING","TXN","S000251"
"TXN00000252","ACC00000040","000252","2026-03-23 06:21:59","NEFT","DR","18342.0","306494.96","MOBILE","TXN","S000252"
"TXN00000253","ACC00000040","000253","2026-03-31 06:21:59","RTGS","DR","7006.45","81247.99","MOBILE","TXN","S000253"
"TXN00000254","ACC00000040","000254","2026-03-19 06:21:59","TRANSFER","CR","36895.27","429122.26","BRANCH","TXN","S000254"
"TXN00000255","ACC00000040","000255","2026-05-13 06:21:59","RTGS","CR","17700.31","226961.28","NETBANKING","TXN","S000255"
"TXN00000256","ACC00000041","000256","2026-06-04 06:21:59","CHEQUE","DR","18703.41","217424.8","IVR","TXN","S000256"
"TXN00000257","ACC00000041","000257","2026-05-26 06:21:59","TRANSFER","CR","35520.28","444698.16","NETBANKING","TXN","S000257"
"TXN00000258","ACC00000041","000258","2026-03-23 06:21:59","UPI","CR","40015.2","53594.47","NETBANKING","TXN","S000258"
"TXN00000259","ACC00000041","000259","2026-05-30 06:21:59","NEFT","DR","19595.06","108604.98","MOBILE","TXN","S000259"
"TXN00000260","ACC00000041","000260","2026-05-28 06:21:59","NEFT","DR","13869.54","222980.8","BRANCH","TXN","S000260"
"TXN00000261","ACC00000041","000261","2026-04-05 06:21:59","TRANSFER","DR","14729.16","462446.81","NETBANKING","TXN","S000261"
"TXN00000262","ACC00000041","000262","2026-04-27 06:21:59","UPI","CR","22248.62","110334.24","MOBILE","TXN","S000262"
"TXN00000263","ACC00000042","000263","2026-05-12 06:21:59","RTGS","CR","20643.42","310668.28","ATM","TXN","S000263"
"TXN00000264","ACC00000042","000264","2026-04-09 06:21:59","TRANSFER","CR","22954.55","22574.84","ATM","TXN","S000264"
"TXN00000265","ACC00000042","000265","2026-05-20 06:21:59","RTGS","CR","11416.42","483898.23","MOBILE","TXN","S000265"
"TXN00000266","ACC00000043","000266","2026-04-26 06:21:59","NEFT","CR","22850.73","290246.63","BRANCH","TXN","S000266"
"TXN00000267","ACC00000043","000267","2026-04-03 06:21:59","NEFT","CR","9195.8","411632.42","BRANCH","TXN","S000267"
"TXN00000268","ACC00000043","000268","2026-05-21 06:21:59","RTGS","DR","5934.18","265988.84","NETBANKING","TXN","S000268"
"TXN00000269","ACC00000043","000269","2026-05-08 06:21:59","TRANSFER","CR","9306.38","338923.91","ATM","TXN","S000269"
"TXN00000270","ACC00000043","000270","2026-04-27 06:21:59","TRANSFER","DR","18708.46","486506.12","IVR","TXN","S000270"
"TXN00000271","ACC00000044","000271","2026-05-26 06:21:59","CHEQUE","DR","20287.66","372684.99","NETBANKING","TXN","S000271"
"TXN00000272","ACC00000044","000272","2026-05-01 06:21:59","TRANSFER","DR","314.29","486580.57","ATM","TXN","S000272"
"TXN00000273","ACC00000044","000273","2026-03-20 06:21:59","RTGS","CR","23748.14","483283.06","IVR","TXN","S000273"
"TXN00000274","ACC00000044","000274","2026-03-17 06:21:59","CHEQUE","DR","39998.85","136276.44","MOBILE","TXN","S000274"
"TXN00000275","ACC00000044","000275","2026-04-10 06:21:59","TRANSFER","DR","7057.22","14281.85","MOBILE","TXN","S000275"
"TXN00000276","ACC00000044","000276","2026-04-20 06:21:59","UPI","DR","22354.04","129501.56","IVR","TXN","S000276"
"TXN00000277","ACC00000044","000277","2026-03-20 06:21:59","NEFT","DR","29213.23","379705.85","ATM","TXN","S000277"
"TXN00000278","ACC00000045","000278","2026-06-08 06:21:59","CHEQUE","DR","26966.77","322384.86","MOBILE","TXN","S000278"
"TXN00000279","ACC00000045","000279","2026-04-06 06:21:59","RTGS","CR","9803.06","281744.53","IVR","TXN","S000279"
"TXN00000280","ACC00000045","000280","2026-06-03 06:21:59","CHEQUE","CR","19938.14","153296.48","ATM","TXN","S000280"
"TXN00000281","ACC00000045","000281","2026-06-09 06:21:59","RTGS","CR","17311.52","487638.0","IVR","TXN","S000281"
"TXN00000282","ACC00000045","000282","2026-05-30 06:21:59","CHEQUE","DR","36419.88","357840.22","NETBANKING","TXN","S000282"
"TXN00000283","ACC00000045","000283","2026-04-15 06:21:59","CHEQUE","CR","8273.14","350733.03","NETBANKING","TXN","S000283"
"TXN00000284","ACC00000046","000284","2026-03-27 06:21:59","RTGS","DR","7267.6","211037.22","IVR","TXN","S000284"
"TXN00000285","ACC00000046","000285","2026-04-29 06:21:59","TRANSFER","DR","46664.33","365862.73","MOBILE","TXN","S000285"
"TXN00000286","ACC00000046","000286","2026-06-10 06:21:59","RTGS","CR","31976.42","177982.71","IVR","TXN","S000286"
"TXN00000287","ACC00000046","000287","2026-04-12 06:21:59","CHEQUE","DR","10042.95","109204.74","NETBANKING","TXN","S000287"
"TXN00000288","ACC00000046","000288","2026-06-05 06:21:59","RTGS","CR","41745.8","221755.27","NETBANKING","TXN","S000288"
"TXN00000289","ACC00000047","000289","2026-06-07 06:21:59","RTGS","DR","7785.8","475814.63","NETBANKING","TXN","S000289"
"TXN00000290","ACC00000047","000290","2026-05-26 06:21:59","CHEQUE","CR","20916.12","448736.26","BRANCH","TXN","S000290"
"TXN00000291","ACC00000047","000291","2026-06-07 06:21:59","CHEQUE","DR","38259.45","496883.12","MOBILE","TXN","S000291"
"TXN00000292","ACC00000047","000292","2026-03-26 06:21:59","TRANSFER","CR","29095.18","189837.68","ATM","TXN","S000292"
"TXN00000293","ACC00000047","000293","2026-03-22 06:21:59","UPI","CR","48715.51","155261.22","IVR","TXN","S000293"
"TXN00000294","ACC00000047","000294","2026-06-08 06:21:59","UPI","CR","8226.08","30375.42","NETBANKING","TXN","S000294"
"TXN00000295","ACC00000048","000295","2026-04-26 06:21:59","RTGS","DR","2739.13","180732.7","ATM","TXN","S000295"
"TXN00000296","ACC00000048","000296","2026-06-04 06:21:59","UPI","CR","14654.04","232626.57","BRANCH","TXN","S000296"
"TXN00000297","ACC00000048","000297","2026-05-29 06:21:59","RTGS","DR","27231.25","404752.1","ATM","TXN","S000297"
"TXN00000298","ACC00000048","000298","2026-05-07 06:21:59","TRANSFER","CR","4882.09","143396.15","BRANCH","TXN","S000298"
"TXN00000299","ACC00000048","000299","2026-06-09 06:21:59","RTGS","DR","25956.72","378344.31","NETBANKING","TXN","S000299"
"TXN00000300","ACC00000049","000300","2026-05-21 06:21:59","TRANSFER","DR","10972.02","71612.43","BRANCH","TXN","S000300"
"TXN00000301","ACC00000049","000301","2026-03-31 06:21:59","UPI","DR","20925.58","14111.11","BRANCH","TXN","S000301"
"TXN00000302","ACC00000049","000302","2026-06-08 06:21:59","RTGS","CR","17475.67","26457.69","NETBANKING","TXN","S000302"
"TXN00000303","ACC00000049","000303","2026-03-26 06:21:59","RTGS","CR","8693.14","-34182.25","MOBILE","TXN","S000303"
"TXN00000304","ACC00000049","000304","2026-05-13 06:21:59","NEFT","DR","42855.08","328425.94","ATM","TXN","S000304"
"TXN00000305","ACC00000049","000305","2026-05-25 06:21:59","UPI","DR","6597.89","183642.79","MOBILE","TXN","S000305"
"TXN00000306","ACC00000049","000306","2026-06-01 06:21:59","CHEQUE","DR","38757.15","-26615.68","MOBILE","TXN","S000306"
"TXN00000307","ACC00000049","000307","2026-06-06 06:21:59","RTGS","DR","23507.21","-26195.18","ATM","TXN","S000307"
"TXN00000308","ACC00000050","000308","2026-05-29 06:21:59","NEFT","DR","46012.89","273181.68","BRANCH","TXN","S000308"
"TXN00000309","ACC00000050","000309","2026-05-18 06:21:59","NEFT","CR","1560.03","415223.84","ATM","TXN","S000309"
"TXN00000310","ACC00000050","000310","2026-03-28 06:21:59","TRANSFER","CR","17674.94","379441.17","IVR","TXN","S000310"
"TXN00000311","ACC00000051","000311","2026-04-07 06:21:59","TRANSFER","DR","5045.37","369784.22","IVR","TXN","S000311"
"TXN00000312","ACC00000051","000312","2026-05-14 06:21:59","NEFT","DR","48216.76","445913.16","IVR","TXN","S000312"
"TXN00000313","ACC00000051","000313","2026-06-10 06:21:59","TRANSFER","DR","46219.18","418213.25","NETBANKING","TXN","S000313"
"TXN00000314","ACC00000051","000314","2026-04-25 06:21:59","UPI","DR","22039.32","49466.7","ATM","TXN","S000314"
"TXN00000315","ACC00000051","000315","2026-04-23 06:21:59","NEFT","CR","10792.27","174167.88","ATM","TXN","S000315"
"TXN00000316","ACC00000051","000316","2026-05-26 06:21:59","NEFT","CR","5604.78","222698.81","ATM","TXN","S000316"
"TXN00000317","ACC00000052","000317","2026-03-31 06:21:59","CHEQUE","DR","4204.17","13647.43","ATM","TXN","S000317"
"TXN00000318","ACC00000052","000318","2026-04-13 06:21:59","CHEQUE","CR","34383.62","74230.39","NETBANKING","TXN","S000318"
"TXN00000319","ACC00000052","000319","2026-05-04 06:21:59","UPI","CR","9520.37","442115.06","NETBANKING","TXN","S000319"
"TXN00000320","ACC00000052","000320","2026-03-16 06:21:59","CHEQUE","CR","9046.93","319652.51","NETBANKING","TXN","S000320"
"TXN00000321","ACC00000052","000321","2026-04-15 06:21:59","CHEQUE","DR","6048.97","170343.36","IVR","TXN","S000321"
"TXN00000322","ACC00000052","000322","2026-05-28 06:21:59","NEFT","DR","3329.05","136247.41","IVR","TXN","S000322"
"TXN00000323","ACC00000052","000323","2026-04-20 06:21:59","CHEQUE","DR","11720.19","348860.28","ATM","TXN","S000323"
"TXN00000324","ACC00000053","000324","2026-03-20 06:21:59","TRANSFER","CR","17869.26","472576.35","NETBANKING","TXN","S000324"
"TXN00000325","ACC00000053","000325","2026-04-06 06:21:59","CHEQUE","CR","7453.97","9420.17","ATM","TXN","S000325"
"TXN00000326","ACC00000053","000326","2026-04-09 06:21:59","NEFT","CR","11618.01","-33652.06","MOBILE","TXN","S000326"
"TXN00000327","ACC00000053","000327","2026-06-02 06:21:59","NEFT","CR","33937.56","160448.14","ATM","TXN","S000327"
"TXN00000328","ACC00000053","000328","2026-05-22 06:21:59","UPI","CR","31136.14","368094.29","IVR","TXN","S000328"
"TXN00000329","ACC00000053","000329","2026-04-08 06:21:59","CHEQUE","CR","10176.39","219637.7","ATM","TXN","S000329"
"TXN00000330","ACC00000053","000330","2026-04-02 06:21:59","TRANSFER","CR","40493.13","250641.02","MOBILE","TXN","S000330"
"TXN00000331","ACC00000054","000331","2026-05-26 06:21:59","CHEQUE","CR","22560.76","193405.88","MOBILE","TXN","S000331"
"TXN00000332","ACC00000054","000332","2026-06-06 06:21:59","RTGS","DR","27877.66","436585.13","BRANCH","TXN","S000332"
"TXN00000333","ACC00000054","000333","2026-04-09 06:21:59","CHEQUE","CR","6810.96","218100.21","MOBILE","TXN","S000333"
"TXN00000334","ACC00000054","000334","2026-03-30 06:21:59","TRANSFER","CR","33037.92","264715.63","NETBANKING","TXN","S000334"
"TXN00000335","ACC00000054","000335","2026-03-31 06:21:59","CHEQUE","DR","25383.58","94865.04","IVR","TXN","S000335"
"TXN00000336","ACC00000054","000336","2026-04-23 06:21:59","RTGS","CR","38346.89","126265.53","MOBILE","TXN","S000336"
"TXN00000337","ACC00000054","000337","2026-03-27 06:21:59","RTGS","DR","6497.08","141882.23","IVR","TXN","S000337"
"TXN00000338","ACC00000054","000338","2026-06-07 06:21:59","CHEQUE","CR","19090.61","139828.67","ATM","TXN","S000338"
"TXN00000339","ACC00000054","000339","2026-04-19 06:21:59","NEFT","CR","2916.82","86187.66","ATM","TXN","S000339"
"TXN00000340","ACC00000055","000340","2026-03-14 06:21:59","UPI","DR","43460.1","135676.84","MOBILE","TXN","S000340"
"TXN00000341","ACC00000055","000341","2026-04-03 06:21:59","CHEQUE","CR","1965.14","262427.17","NETBANKING","TXN","S000341"
"TXN00000342","ACC00000055","000342","2026-05-07 06:21:59","TRANSFER","DR","34828.33","-37769.95","ATM","TXN","S000342"
"TXN00000343","ACC00000055","000343","2026-04-23 06:21:59","UPI","CR","16188.83","394579.61","MOBILE","TXN","S000343"
"TXN00000344","ACC00000056","000344","2026-04-28 06:21:59","RTGS","CR","25188.15","41644.97","ATM","TXN","S000344"
"TXN00000345","ACC00000056","000345","2026-04-25 06:21:59","UPI","CR","10167.76","412209.27","IVR","TXN","S000345"
"TXN00000346","ACC00000056","000346","2026-05-14 06:21:59","RTGS","CR","13331.24","497925.23","NETBANKING","TXN","S000346"
"TXN00000347","ACC00000056","000347","2026-05-13 06:21:59","TRANSFER","DR","35913.57","2103.49","ATM","TXN","S000347"
"TXN00000348","ACC00000056","000348","2026-05-07 06:21:59","TRANSFER","DR","28364.77","211397.6","BRANCH","TXN","S000348"
"TXN00000349","ACC00000056","000349","2026-04-27 06:21:59","RTGS","DR","32611.69","227551.74","ATM","TXN","S000349"
"TXN00000350","ACC00000057","000350","2026-03-18 06:21:59","CHEQUE","CR","10083.84","88195.64","IVR","TXN","S000350"
"TXN00000351","ACC00000057","000351","2026-04-13 06:21:59","TRANSFER","DR","44056.74","424490.39","IVR","TXN","S000351"
"TXN00000352","ACC00000057","000352","2026-04-08 06:21:59","CHEQUE","DR","33074.23","97364.77","IVR","TXN","S000352"
"TXN00000353","ACC00000057","000353","2026-03-24 06:21:59","UPI","CR","46738.33","237248.27","ATM","TXN","S000353"
"TXN00000354","ACC00000057","000354","2026-04-12 06:21:59","RTGS","DR","12094.66","414267.1","NETBANKING","TXN","S000354"
"TXN00000355","ACC00000057","000355","2026-05-01 06:21:59","CHEQUE","DR","31732.98","96814.12","ATM","TXN","S000355"
"TXN00000356","ACC00000057","000356","2026-03-20 06:21:59","TRANSFER","DR","12896.69","79871.41","BRANCH","TXN","S000356"
"TXN00000357","ACC00000057","000357","2026-05-27 06:21:59","NEFT","DR","9676.61","388374.62","ATM","TXN","S000357"
"TXN00000358","ACC00000057","000358","2026-04-12 06:21:59","CHEQUE","CR","28035.27","182110.52","MOBILE","TXN","S000358"
"TXN00000359","ACC00000058","000359","2026-05-21 06:21:59","RTGS","CR","6907.89","384318.41","ATM","TXN","S000359"
"TXN00000360","ACC00000058","000360","2026-03-18 06:21:59","UPI","DR","32250.26","480082.79","NETBANKING","TXN","S000360"
"TXN00000361","ACC00000058","000361","2026-06-08 06:21:59","UPI","DR","42993.24","122647.63","ATM","TXN","S000361"
"TXN00000362","ACC00000058","000362","2026-06-02 06:21:59","UPI","CR","44848.98","168292.28","BRANCH","TXN","S000362"
"TXN00000363","ACC00000058","000363","2026-05-11 06:21:59","TRANSFER","DR","28591.57","463114.5","IVR","TXN","S000363"
"TXN00000364","ACC00000058","000364","2026-03-17 06:21:59","UPI","CR","24872.91","80942.27","MOBILE","TXN","S000364"
"TXN00000365","ACC00000059","000365","2026-04-29 06:21:59","NEFT","CR","40311.5","464525.05","BRANCH","TXN","S000365"
"TXN00000366","ACC00000059","000366","2026-05-23 06:21:59","RTGS","DR","8840.2","191711.48","ATM","TXN","S000366"
"TXN00000367","ACC00000059","000367","2026-03-27 06:21:59","RTGS","DR","24568.89","334789.75","MOBILE","TXN","S000367"
"TXN00000368","ACC00000059","000368","2026-05-01 06:21:59","NEFT","CR","23795.22","479823.44","BRANCH","TXN","S000368"
"TXN00000369","ACC00000059","000369","2026-04-25 06:21:59","RTGS","CR","35811.99","-38409.18","IVR","TXN","S000369"
"TXN00000370","ACC00000059","000370","2026-06-06 06:21:59","NEFT","DR","34565.05","89140.59","NETBANKING","TXN","S000370"
"TXN00000371","ACC00000059","000371","2026-05-02 06:21:59","UPI","CR","45167.54","244200.88","BRANCH","TXN","S000371"
"TXN00000372","ACC00000059","000372","2026-04-15 06:21:59","CHEQUE","CR","492.52","460129.07","ATM","TXN","S000372"
"TXN00000373","ACC00000060","000373","2026-05-30 06:21:59","NEFT","DR","14941.4","453739.94","ATM","TXN","S000373"
"TXN00000374","ACC00000060","000374","2026-03-20 06:21:59","RTGS","CR","39486.94","426544.52","NETBANKING","TXN","S000374"
"TXN00000375","ACC00000060","000375","2026-04-11 06:21:59","RTGS","CR","46332.21","344562.31","MOBILE","TXN","S000375"
"TXN00000376","ACC00000060","000376","2026-05-21 06:21:59","RTGS","CR","25366.09","181478.79","IVR","TXN","S000376"
"TXN00000377","ACC00000060","000377","2026-04-30 06:21:59","UPI","CR","34790.98","302755.04","BRANCH","TXN","S000377"
"TXN00000378","ACC00000060","000378","2026-03-22 06:21:59","NEFT","CR","39571.86","-48308.31","BRANCH","TXN","S000378"
"TXN00000379","ACC00000060","000379","2026-03-22 06:21:59","UPI","CR","15754.72","10955.51","BRANCH","TXN","S000379"
"TXN00000380","ACC00000061","000380","2026-03-26 06:21:59","RTGS","CR","39652.85","198319.44","BRANCH","TXN","S000380"
"TXN00000381","ACC00000061","000381","2026-05-08 06:21:59","RTGS","DR","34404.6","389740.77","BRANCH","TXN","S000381"
"TXN00000382","ACC00000061","000382","2026-05-31 06:21:59","CHEQUE","CR","18443.22","432014.51","IVR","TXN","S000382"
"TXN00000383","ACC00000061","000383","2026-05-13 06:21:59","TRANSFER","DR","47410.65","305908.68","BRANCH","TXN","S000383"
"TXN00000384","ACC00000061","000384","2026-05-30 06:21:59","NEFT","CR","9993.48","-22619.37","IVR","TXN","S000384"
"TXN00000385","ACC00000062","000385","2026-03-26 06:21:59","RTGS","CR","7547.63","43567.59","IVR","TXN","S000385"
"TXN00000386","ACC00000062","000386","2026-05-26 06:21:59","CHEQUE","DR","35957.31","375347.63","NETBANKING","TXN","S000386"
"TXN00000387","ACC00000062","000387","2026-03-16 06:21:59","NEFT","CR","6013.77","54799.29","ATM","TXN","S000387"
"TXN00000388","ACC00000062","000388","2026-05-05 06:21:59","CHEQUE","CR","19165.47","420985.75","IVR","TXN","S000388"
"TXN00000389","ACC00000062","000389","2026-05-14 06:21:59","NEFT","CR","36362.73","180082.05","NETBANKING","TXN","S000389"
"TXN00000390","ACC00000062","000390","2026-05-23 06:21:59","RTGS","DR","14580.63","79517.09","NETBANKING","TXN","S000390"
"TXN00000391","ACC00000062","000391","2026-05-10 06:21:59","CHEQUE","CR","29186.86","-2843.73","NETBANKING","TXN","S000391"
"TXN00000392","ACC00000062","000392","2026-05-24 06:21:59","CHEQUE","CR","48722.52","327768.85","NETBANKING","TXN","S000392"
"TXN00000393","ACC00000062","000393","2026-04-17 06:21:59","TRANSFER","CR","3745.48","-17686.23","ATM","TXN","S000393"
"TXN00000394","ACC00000063","000394","2026-04-11 06:21:59","TRANSFER","CR","49837.3","340261.28","MOBILE","TXN","S000394"
"TXN00000395","ACC00000063","000395","2026-06-10 06:21:59","CHEQUE","CR","25276.65","116379.05","NETBANKING","TXN","S000395"
"TXN00000396","ACC00000063","000396","2026-03-17 06:21:59","TRANSFER","CR","6698.69","-27381.26","BRANCH","TXN","S000396"
"TXN00000397","ACC00000063","000397","2026-05-08 06:21:59","RTGS","DR","25236.96","432843.21","BRANCH","TXN","S000397"
"TXN00000398","ACC00000063","000398","2026-05-30 06:21:59","CHEQUE","CR","35541.75","27987.65","MOBILE","TXN","S000398"
"TXN00000399","ACC00000063","000399","2026-05-01 06:21:59","CHEQUE","DR","48927.98","429423.76","ATM","TXN","S000399"
"TXN00000400","ACC00000064","000400","2026-04-16 06:21:59","RTGS","CR","45149.35","287112.36","ATM","TXN","S000400"
"TXN00000401","ACC00000064","000401","2026-04-05 06:21:59","NEFT","CR","21845.19","123548.61","NETBANKING","TXN","S000401"
"TXN00000402","ACC00000064","000402","2026-05-22 06:21:59","NEFT","CR","2755.79","-19988.06","BRANCH","TXN","S000402"
"TXN00000403","ACC00000064","000403","2026-06-06 06:21:59","CHEQUE","CR","13085.18","190036.43","NETBANKING","TXN","S000403"
"TXN00000404","ACC00000064","000404","2026-06-05 06:21:59","TRANSFER","CR","17890.35","216859.73","NETBANKING","TXN","S000404"
"TXN00000405","ACC00000064","000405","2026-05-27 06:21:59","UPI","DR","6270.35","62053.54","ATM","TXN","S000405"
"TXN00000406","ACC00000064","000406","2026-05-18 06:21:59","RTGS","DR","37521.84","259786.06","IVR","TXN","S000406"
"TXN00000407","ACC00000064","000407","2026-05-14 06:21:59","TRANSFER","DR","26348.17","49312.87","MOBILE","TXN","S000407"
"TXN00000408","ACC00000065","000408","2026-04-08 06:21:59","UPI","DR","44379.65","106354.69","MOBILE","TXN","S000408"
"TXN00000409","ACC00000065","000409","2026-04-21 06:21:59","UPI","CR","29557.89","410337.46","BRANCH","TXN","S000409"
"TXN00000410","ACC00000065","000410","2026-06-07 06:21:59","CHEQUE","DR","23065.64","199730.53","ATM","TXN","S000410"
"TXN00000411","ACC00000065","000411","2026-03-26 06:21:59","UPI","DR","16538.4","310895.02","NETBANKING","TXN","S000411"
"TXN00000412","ACC00000065","000412","2026-04-30 06:21:59","UPI","DR","10647.21","390856.88","ATM","TXN","S000412"
"TXN00000413","ACC00000065","000413","2026-04-30 06:21:59","TRANSFER","DR","37215.62","473545.1","NETBANKING","TXN","S000413"
"TXN00000414","ACC00000066","000414","2026-04-20 06:21:59","CHEQUE","CR","8982.74","-946.43","BRANCH","TXN","S000414"
"TXN00000415","ACC00000066","000415","2026-05-21 06:21:59","RTGS","CR","38996.68","305942.4","BRANCH","TXN","S000415"
"TXN00000416","ACC00000066","000416","2026-05-26 06:21:59","CHEQUE","CR","24593.17","354739.11","ATM","TXN","S000416"
"TXN00000417","ACC00000066","000417","2026-03-15 06:21:59","UPI","DR","18016.31","407629.08","IVR","TXN","S000417"
"TXN00000418","ACC00000067","000418","2026-04-09 06:21:59","CHEQUE","CR","44282.11","97663.67","IVR","TXN","S000418"
"TXN00000419","ACC00000067","000419","2026-04-17 06:21:59","RTGS","DR","37848.88","287627.28","NETBANKING","TXN","S000419"
"TXN00000420","ACC00000067","000420","2026-03-22 06:21:59","TRANSFER","CR","4738.08","137959.67","NETBANKING","TXN","S000420"
"TXN00000421","ACC00000067","000421","2026-03-16 06:21:59","NEFT","DR","32415.77","461867.19","IVR","TXN","S000421"
"TXN00000422","ACC00000067","000422","2026-03-22 06:21:59","CHEQUE","DR","14606.08","-6449.28","NETBANKING","TXN","S000422"
"TXN00000423","ACC00000067","000423","2026-05-03 06:21:59","RTGS","DR","49210.89","412845.87","IVR","TXN","S000423"
"TXN00000424","ACC00000068","000424","2026-05-04 06:21:59","UPI","DR","27594.62","232377.98","IVR","TXN","S000424"
"TXN00000425","ACC00000068","000425","2026-04-17 06:21:59","TRANSFER","CR","4814.77","397053.62","ATM","TXN","S000425"
"TXN00000426","ACC00000068","000426","2026-05-09 06:21:59","UPI","DR","38455.47","12664.52","NETBANKING","TXN","S000426"
"TXN00000427","ACC00000068","000427","2026-05-19 06:21:59","UPI","DR","42161.2","-4190.19","ATM","TXN","S000427"
"TXN00000428","ACC00000068","000428","2026-05-01 06:21:59","CHEQUE","CR","37891.98","293095.72","ATM","TXN","S000428"
"TXN00000429","ACC00000068","000429","2026-04-28 06:21:59","UPI","DR","10632.31","360866.13","IVR","TXN","S000429"
"TXN00000430","ACC00000068","000430","2026-05-08 06:21:59","UPI","DR","21746.57","-46784.11","MOBILE","TXN","S000430"
"TXN00000431","ACC00000068","000431","2026-06-09 06:21:59","CHEQUE","DR","32824.47","330493.43","IVR","TXN","S000431"
"TXN00000432","ACC00000068","000432","2026-04-09 06:21:59","TRANSFER","CR","30963.12","148400.83","NETBANKING","TXN","S000432"
"TXN00000433","ACC00000069","000433","2026-05-30 06:21:59","NEFT","DR","6842.19","11551.88","MOBILE","TXN","S000433"
